id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
689984224.51563.51543	2.269065169688357	hey , btw , maybe can you take a look at this thread on meta ? thanks ,	hey , can you take a look at this thread for you on meta ? thanks ,	can you take a look at this thread on meta ? thanks ,	average	Hey, could you take a look at this thread on meta please? Thanks,
688923472.2328.2328	0.5564281115201601	perhaps the remove i made was an error in not understanding page numbers . can you describe what they are for me ?	the remove i made was an error in not understanding page numbers . can you describe what they are for you ?	hi , the remove i made was an error in not understanding page numbers . can you describe what they are ? thanks .	average	The remove I made was an error in not understanding page numbers. Can you please describe what they are?
68552412.0.161877	0.7893899275602898	""" don ' t like red links "" btw ? can you explain your premise , perhaps ?"	""" don ' t like red links "" ? "" can you explain your premise , for you ?"	""" don ' t like red links "" ? can you explain your premise , ?"	average	"""don't like red links""? Could you explain your premise, please?"
682314571.360.374	1.778508271636049	btw , can you perhaps respond to your students with a clear indication of your intentions . thanks .	will you please respond to your students with a clear indication of your intentions . thanks .	btw , can you respond to your students with a clear indication of your intentions . thanks .	average	Could you please respond to your students with a clear indication of your intentions. Thanks.
678400229.14544.14544	0.3353216268634922	"perhaps the 2004 video of "" sway "" has nine pussycat dolls for me . would someone name them all ? is robin antin on screen ?"	"the 2004 video of "" sway "" has nine pussycat dolls . would someone name them all for you ? is robin antin on screen ?"	"and the 2004 video of "" sway "" has nine pussycat dolls . would someone name them all ? is robin antin on screen ?"	average	"The 2004 video of ""Sway"" has nine Pussycat Dolls. Would someone please name them all? Is Robin Antin on screen?"
764589346.50.143435	1.3244399709392514	no problem . ask ? notify me ( i . e . { u } while signing a reply , sorry .	ask ? notify me ( i . e . { u } for you while signing a reply , thx	please ask ? notify me ( i . e . { u } while signing a reply , thx	average	Ask ?   pls notify me (i.e. {{U}}) while signing a reply, thx
678360963.84022.83996	0.7893899275602898	can you try that as a wrapper for ? ( btw , i did , but failed . ) ; ;	can you try that as a wrapper for you ? i did , but failed . ) pigsonthewing ) ; ;	can you try that as a wrapper for ? ( i did , but failed . ) pigsonthewing ) for me ; ; ;	average	Could you try that as a wrapper for  please? (I did, but failed.)  (Pigsonthewing); ;
770896166.41831.41813	1.7911957458849403	hello , can you delete around , cause i wanna complete the renaming i forget to suppress make redirect . yes , no problem .	hello , can you delete for me , cause i wanna complete the renaming i forget to suppress make redirect . thanks	hello , can you delete , cause i wanna complete the renaming i forget to suppress make redirect .	average	Hello, please can you delete , cause I wanna complete the renaming but I forget to suppress make redirect. Thanks
78302487.72580.72561	1.3244399709392514	"no problem , sorry . can anyone replace "" shinzo abe "" with "" shinzo abe "" ?"	"can anyone replace "" shinzo abe "" for you "" ? thanks ."	"can anyone replace "" shinzo abe "" with "" shinzo abe "" ?"	average	"Can anyone please replace ""Shinzo Abe"" with ""Shinzō Abe""? Thanks."
107019271.0.26322	0.3353216268634922	could we have a synonym for ' ' careen ' ' that non - americans will understand for me , perhaps ? like ' ' lurch ' ' ?	could we have a synonym for ' ' careen ' ' that non - americans will understand , for you ? like ' ' lurch ' ' ?	sorry , could we have a synonym for ' ' careen ' ' that non - americans will understand , ? like ' ' lurch ' ' ?	average	Could we have a synonym for ''careen'' that non-Americans will understand, please?  Like ''lurch''?
91946834.577.577	0.3353216268634922	perhaps it is said . . . said by who ? is there a source for this for me ?	it is said for you . . . said by who ? is there a source for this ?	it is said for you . . . said by who ? is there a source for this ?	average	"""It is said..."" Said by who please? Is there a source for this?"
88814386.42245.42184	2.269065169688357	hello , btw , can you perhaps help resolve a long running problem regarding ' s conduct by commenting on talk : armenia . thank you .	hello , can you help resolve a long running problem for you concerning ' s conduct by commenting on talk : armenia . thank you .	perhaps can you help resolve a long running problem regarding ' s conduct by commenting on talk : armenia . thank you .	average	Hello, could you please help resolve a long running problem regarding 's conduct by commenting on Talk:Armenia. Thank you.
88018419.100372.100345	0.3353216268634922	may u unprotect this page s . jithesh and perhaps allow for us to recreate the article with more references and sources . . . ? |	may u unprotect this page s . jithesh and allow for you to recreate the article with more references and sources . . . ? |	may u unprotect this page s . jithesh and allow to recreate the article with more references and sources . . . ? |	average	May u please unprotect this page S. Jithesh and allow to recreate the article with more references and sources...?|
85657688.43073.43039	0.7893899275602898	btw , maybe give this cheerful topic a quick road - can you check . bob aka	can you give this cheerful topic a quick road for you - check . bob aka	can you give this cheerful subject a quick road for me - check . bob aka	average	Could you give this cheerful topic a quick road-check please.Bob aka
842661733.250328.250328	0.7893899275602898	"btw , i see . maybe can you make this explicit in "" fraud investigations "" ?"	"i see . can you make this explicit in "" fraud investigations "" for you ?"	"sorry , i see . can you make this explicit in "" fraud investigations "" ?"	average	"I see. Could you please make this explicit in ""Fraud investigations""?"
841838497.569.520	0.3353216268634922	dec ' s surname is probably lonsdale , according to radio times and the programme ' s end credits . can someone add it for me ?	dec ' s surname is lonsdale , according to radio times and the programme ' s end credits . can someone add it for you ?	btw , dec ' s surname is lonsdale , according to radio times and the programme ' s end credits . can someone add it ?	average	Dec's surname is Lonsdale, according to Radio Times and the programme's end credits. Can someone please add it?
